variant,label,num_seeds,seeds,last20_eval_return_mean,last20_eval_return_std,last20_tail_mean_target_distance_mean,last20_tail_mean_target_distance_std,last20_mean_target_lost_mean,last20_mean_target_lost_std,last20_mean_action_saturation_rate_mean,last20_mean_action_saturation_rate_std,last20_mean_tracking_reward_mean,last20_mean_tracking_reward_std,last20_mean_semantic_reward_mean,last20_mean_semantic_reward_std,last20_mean_control_cost_mean,last20_mean_control_cost_std
mappo_raw_tau6,MAPPO-raw-tau6,3,"0,1,2",233.06053058151466,17.00482921963016,0.13558740393890972,0.10711775394527583,0.01769,0.021949644074563034,0.0,0.0,0.38752195132039535,0.02295313919427437,0.32577447385420355,0.1284611579713782,0.02931078124204836,0.003822645469160522
mappo_velocity3_nonsemantic,MAPPO-velocity3,3,"0,1,2",212.15486747781435,18.964828773034046,0.20773123365325993,0.06027413777560403,0.0,0.0,0.0,0.0,0.36059763388886895,0.024853011170194887,0.04776632833136895,0.04451933622459199,0.04679804270747192,0.002499891046335637
mappo_semantic_state_only,MAPPO-semantic-state,3,"0,1,2",205.48431792378426,10.039194039719673,0.21503752744673832,0.02907624154762026,0.0,0.0,0.0,0.0,0.3531659597225114,0.01143627468497268,0.05467667046600134,0.03615107328901207,0.039482361085628734,0.0030749302104504717
stg_mappo_full,STG-MAPPO-full,3,"0,1,2",254.80932677919668,11.658577524114312,0.014351146564839013,0.003180912304118058,0.0,0.0,0.0,0.0,0.3595927176574296,0.0013664396653820282,0.7849333474472123,0.2458271181632779,0.014346516464916774,0.00602263975702363
